DropQ_0_GROUP_1,DropQ_0_1_RANK,DropQ_1_GROUP_1,DropQ_0_GROUP_2,DropQ_0_2_RANK,DropQ_1_GROUP_2,DropQ_0_GROUP_3,DropQ_0_3_RANK,DropQ_1_GROUP_3,DropQ_0_GROUP_4,DropQ_0_4_RANK,DropQ_1_GROUP_4,DropQ_0_GROUP_5,DropQ_0_5_RANK,DropQ_1_GROUP_5,DropQ_0_GROUP_6,DropQ_0_6_RANK,DropQ_1_GROUP_6,DropQ_0_GROUP_7,DropQ_0_7_RANK,DropQ_1_GROUP_7,DropQ_0_GROUP_8,DropQ_0_8_RANK,DropQ_1_GROUP_8,DropQ_0_GROUP_9,DropQ_0_9_RANK,DropQ_1_GROUP_9,PushQ_0_GROUP_1,PushQ_0_1_RANK,PushQ_1_GROUP_1,PushQ_0_GROUP_2,PushQ_0_2_RANK,PushQ_1_GROUP_2,PushQ_0_GROUP_3,PushQ_0_3_RANK,PushQ_1_GROUP_3,PushQ_0_GROUP_4,PushQ_0_4_RANK,PushQ_1_GROUP_4,PushQ_0_GROUP_5,PushQ_0_5_RANK,PushQ_1_GROUP_5,PushQ_0_GROUP_6,PushQ_0_6_RANK,PushQ_1_GROUP_6,PushQ_0_GROUP_7,PushQ_0_7_RANK,PushQ_1_GROUP_7,PushQ_0_GROUP_8,PushQ_0_8_RANK,PushQ_1_GROUP_8,PushQ_0_GROUP_9,PushQ_0_9_RANK,PushQ_1_GROUP_9,PullQ_0_GROUP_1,PullQ_0_1_RANK,PullQ_1_GROUP_1,PullQ_0_GROUP_2,PullQ_0_2_RANK,PullQ_1_GROUP_2,PullQ_0_GROUP_3,PullQ_0_3_RANK,PullQ_1_GROUP_3,PullQ_0_GROUP_4,PullQ_0_4_RANK,PullQ_1_GROUP_4,PullQ_0_GROUP_5,PullQ_0_5_RANK,PullQ_1_GROUP_5,PullQ_0_GROUP_6,PullQ_0_6_RANK,PullQ_1_GROUP_6,PullQ_0_GROUP_7,PullQ_0_7_RANK,PullQ_1_GROUP_7,PullQ_0_GROUP_8,PullQ_0_8_RANK,PullQ_1_GROUP_8,PullQ_0_GROUP_9,PullQ_0_9_RANK,PullQ_1_GROUP_9,scene,condition,CATCH2,CATCH3,invalid,ATESTQ_0_2_RANK,ATESTQ_0_4_RANK,ATESTQ_0_5_RANK,ATESTQ_1_1_RANK
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),4.0,,,,The size of the pulled thing,The trajectory of the pulled thing,2.0,,A person who pulled the thing,3.0,,,,The type of the thing being pulled (e.g. what object was it?),,,The type of the other thing (e.g. what object was it?),,,The color of the pulled thing,The color of the other thing,1.0,,,,The apparent material of the pulled thing,Pull,250ms,Imagine a prompt for 250ms then report quaities of the scene.,color of the other thing,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),3.0,,The size of the dropped thing,4.0,,The trajectory of the dropped thing,2.0,,A person who dropped the thing,1.0,,,,The type of the thing being dropped (e.g. what object was it?),The type of the other thing (e.g. what object was it?),5.0,,,,The color of the dropped thing,,,The color of the other thing,,,The apparent material of the dropped thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,500ms,Create a mental image based on an audio description,color of the dropped thing,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),5.0,,,,The weight of the pushed thing,The direction of movement of the pushed thing,6.0,,,,A surface/table/floor,The type of the thing being pushed (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),2.0,,The color of the pushed thing,4.0,,The color of the other thing,3.0,,,,The apparent material of the pushed thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,1000ms,"I was asked to listen to an audio clip that instructed me to imagine a scene in which 1 object was used to push another object. I then was presented with different properties related to the scene. I was asked to sort these properties into 2 boxes depending on whether or not these properties were part of the mental image that I formed of the scene. For the properties that I indicated were part of my mental image, I was asked to rank them based on which properties came to mind first. ",The color of the pushed thing,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),3.0,,,,The weight of the pushed thing,The direction of movement of the pushed thing,4.0,,,,A surface/table/floor,The type of the thing being pushed (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),2.0,,,,The color of the pushed thing,,,The color of the other thing,,,The apparent material of the pushed thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,1000ms,"Listen to a audio task, envision the task in one second, then rank items related to the task.",The weight of the item.,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),1.0,,The weight of the pushed thing,6.0,,The direction of movement of the pushed thing,2.0,,A surface/table/floor,9.0,,The type of the thing being pushed (e.g. what object was it?),3.0,,The type of the other thing (e.g. what object was it?),5.0,,The color of the pushed thing,7.0,,The color of the other thing,8.0,,The apparent material of the pushed thing,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,250ms,I was asked to imagine a scenario while being given very little time to do so,The color of the object being pushed,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),The size of the pulled thing,3.0,,,,The trajectory of the pulled thing,A person who pulled the thing,1.0,,,,The type of the thing being pulled (e.g. what object was it?),,,The type of the other thing (e.g. what object was it?),The color of the pulled thing,2.0,,The color of the other thing,4.0,,,,The apparent material of the pulled thing,Pull,2000ms,To listen and imagine a scene ,The color of what was being imagined,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),6.0,,The size of the dropped thing,2.0,,The trajectory of the dropped thing,7.0,,A person who dropped the thing,3.0,,The type of the thing being dropped (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),8.0,,The color of the dropped thing,4.0,,The color of the other thing,9.0,,The apparent material of the dropped thing,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,250ms,Imagine a scene and then recall details of your imagination,the size of the thing being dropped,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),1.0,,,,The size of the dropped thing,,,The trajectory of the dropped thing,,,A person who dropped the thing,,,The type of the thing being dropped (e.g. what object was it?),The type of the other thing (e.g. what object was it?),3.0,,,,The color of the dropped thing,The color of the other thing,2.0,,,,The apparent material of the dropped thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,1000ms,my task was to imagine ,the color of the item dropped,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),6.0,,The size of the pulled thing,7.0,,The trajectory of the pulled thing,5.0,,A person who pulled the thing,1.0,,The type of the thing being pulled (e.g. what object was it?),3.0,,The type of the other thing (e.g. what object was it?),2.0,,The color of the pulled thing,4.0,,The color of the other thing,9.0,,The apparent material of the pulled thing,8.0,,Pull,500ms,imagine a scenario and answer questsions,size,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),2.0,,The weight of the pushed thing,7.0,,,,The direction of movement of the pushed thing,A surface/table/floor,3.0,,The type of the thing being pushed (e.g. what object was it?),6.0,,The type of the other thing (e.g. what object was it?),5.0,,The color of the pushed thing,8.0,,The color of the other thing,1.0,,The apparent material of the pushed thing,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,2000ms,Imagine pushing a thing by using another thing to push it with,The color of the thing being pushed,,2.0,1.0,3.0,1.0
,,The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),The size of the dropped thing,3.0,,The trajectory of the dropped thing,4.0,,A person who dropped the thing,5.0,,The type of the thing being dropped (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),2.0,,,,The color of the dropped thing,,,The color of the other thing,,,The apparent material of the dropped thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,1000ms,Imagining an item based off of audio.,The color of the item dropped.,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),6.0,,The size of the pulled thing,3.0,,,,The trajectory of the pulled thing,A person who pulled the thing,1.0,,The type of the thing being pulled (e.g. what object was it?),5.0,,The type of the other thing (e.g. what object was it?),2.0,,,,The color of the pulled thing,,,The color of the other thing,The apparent material of the pulled thing,4.0,,Pull,500ms,imagine a scene of pulling something from something,the person doing the pulling,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),4.0,,,,The size of the dropped thing,The trajectory of the dropped thing,2.0,,,,A person who dropped the thing,The type of the thing being dropped (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),5.0,,The color of the dropped thing,3.0,,,,The color of the other thing,,,The apparent material of the dropped thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,500ms,Imagine dropping something next to something else.,The color of the dropped item,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),The weight of the pushed thing,4.0,,The direction of movement of the pushed thing,3.0,,A surface/table/floor,5.0,,The type of the thing being pushed (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),2.0,,,,The color of the pushed thing,,,The color of the other thing,,,The apparent material of the pushed thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,250ms,Report what I imagined and in what order based on the prompt,the color of the object,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),3.0,,The size of the dropped thing,1.0,,The trajectory of the dropped thing,4.0,,A person who dropped the thing,8.0,,The type of the thing being dropped (e.g. what object was it?),5.0,,The type of the other thing (e.g. what object was it?),9.0,,The color of the dropped thing,7.0,,The color of the other thing,6.0,,The apparent material of the dropped thing,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,1000ms,I had to imagine for one second a scene that was described in an audio description as vividly as possible.,I was able to imagine the color of the dropped object.,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),,,The size of the pulled thing,The trajectory of the pulled thing,2.0,,A person who pulled the thing,1.0,,The type of the thing being pulled (e.g. what object was it?),3.0,,,,The type of the other thing (e.g. what object was it?),The color of the pulled thing,5.0,,The color of the other thing,4.0,,,,The apparent material of the pulled thing,Pull,250ms,imagine a scene the recording said and describe the scene in detail ,the trajectory of the object,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pushed thing relative to the other thing (e.g. to the left/right/front/back),,,The weight of the pushed thing,The direction of movement of the pushed thing,3.0,,,,A surface/table/floor,The type of the thing being pushed (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),2.0,,,,The color of the pushed thing,,,The color of the other thing,,,The apparent material of the pushed thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push,1000ms,Imagine a scene and rank the items,color of the pushed thing,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),2.0,,The size of the dropped thing,6.0,,The trajectory of the dropped thing,3.0,,,,A person who dropped the thing,The type of the thing being dropped (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),4.0,,The color of the dropped thing,7.0,,The color of the other thing,8.0,,The apparent material of the dropped thing,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,1000ms,to imagine a scenario and answer questions,the person that dropped the item,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),4.0,,The size of the dropped thing,6.0,,,,The trajectory of the dropped thing,,,A person who dropped the thing,The type of the thing being dropped (e.g. what object was it?),3.0,,The type of the other thing (e.g. what object was it?),1.0,,The color of the dropped thing,2.0,,,,The color of the other thing,The apparent material of the dropped thing,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,1000ms,"Listen to a brief audio describing a specific scenario, then list and rank certain aspects to see if they were included in my imagination of the scenario.",The color of the items,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),8.0,,The size of the dropped thing,3.0,,The trajectory of the dropped thing,6.0,,A person who dropped the thing,9.0,,The type of the thing being dropped (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),2.0,,The color of the dropped thing,5.0,,The color of the other thing,7.0,,The apparent material of the dropped thing,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,500ms,To imagine a scene based off a short audio clip.,The trajectory of object.,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),,,The size of the pulled thing,The trajectory of the pulled thing,2.0,,,,A person who pulled the thing,The type of the thing being pulled (e.g. what object was it?),1.0,,,,The type of the other thing (e.g. what object was it?),,,The color of the pulled thing,,,The color of the other thing,,,The apparent material of the pulled thing,Pull,500ms,describe a scene of something being pulled out of something,The color of the object being pulled,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),5.0,,The size of the pulled thing,4.0,,,,The trajectory of the pulled thing,A person who pulled the thing,1.0,,The type of the thing being pulled (e.g. what object was it?),2.0,,The type of the other thing (e.g. what object was it?),3.0,,,,The color of the pulled thing,,,The color of the other thing,,,The apparent material of the pulled thing,Pull,1000ms,The task was to imagine pulling a thing from another thing and list properties in order of thought,one of the properties was the size of the thing,,2.0,1.0,3.0,1.0
,,The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),The size of the dropped thing,2.0,,,,The trajectory of the dropped thing,A person who dropped the thing,4.0,,The type of the thing being dropped (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),3.0,,The color of the dropped thing,5.0,,,,The color of the other thing,The apparent material of the dropped thing,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,2000ms,Imagine dropping one item and another one next to it,the size of the object,,2.0,1.0,3.0,1.0
The location of the dropped thing relative to the other thing (e.g. to the left/right/front/back),3.0,,The size of the dropped thing,5.0,,The trajectory of the dropped thing,4.0,,A person who dropped the thing,2.0,,The type of the thing being dropped (e.g. what object was it?),1.0,,,,The type of the other thing (e.g. what object was it?),,,The color of the dropped thing,,,The color of the other thing,,,The apparent material of the dropped thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drop,2000ms,I listened to a short audio clip asking me to imagine a thing being dropped next to another thing. Then I was given a list of phrases and had to categorize them on whether they were part of the scene I imagined.,Person who dropped the thing,,2.0,1.0,3.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The location of the pulled thing relative to the other thing (e.g. to the left/right/front/back),The size of the pulled thing,3.0,,The trajectory of the pulled thing,5.0,,,,A person who pulled the thing,The type of the thing being pulled (e.g. what object was it?),1.0,,The type of the other thing (e.g. what object was it?),6.0,,The color of the pulled thing,4.0,,,,The color of the other thing,The apparent material of the pulled thing,2.0,,Pull,1000ms,Listening to an audio clip describing something and then to imagine what the audio described. Lastly we were to rank items into two boxes indicating whether those items were part of our imagined scene or not ,The color of the other thing. ,,2.0,1.0,3.0,1.0
